epoch,error,step,train_loss
0,5.13813591003418,49,0.0011416767956689
0,1.0437694787979126,99,0.00043221889063715935
0,0.2149103432893753,149,0.00017031535389833152
0,0.07609008997678757,199,7.46450386941433e-05
0,0.038982369005680084,249,3.38404715876095e-05
0,0.048355698585510254,299,1.465765672037378e-05
0,0.088813915848732,349,5.858818894921569e-06
0,0.136773020029068,399,2.1402008769655367e-06
0,0.1770802140235901,449,7.126348009478534e-07
0,0.20533326268196106,499,2.163450290026958e-07
0,0.22297640144824982,549,5.986302653582243e-08
0,0.23310120403766632,599,1.5088776450511432e-08
0,0.23852552473545074,649,3.4610900812026557e-09
0,0.2412610799074173,699,7.211505836934862e-10
0,0.2425709366798401,749,1.3622999950335668e-10
0,0.24314990639686584,799,2.3026781870161273e-11
0,0.2434297353029251,849,3.821208106880025e-12
0,0.24352937936782837,899,6.702087886403807e-13
0,0.24356478452682495,949,1.9580962285631331e-13
0,0.2435721755027771,999,6.50756575362732e-14
