epoch,error,step,train_loss
0,320.1400451660156,49,0.5591963529586792
0,147.8833770751953,99,35.02921676635742
0,303.1444396972656,149,0.8106720447540283
0,112.22509765625,199,4.958027362823486
0,244.2738800048828,249,0.006110549904406071
0,296.4077453613281,299,0.017325498163700104
0,438.06573486328125,349,21.609130859375
0,446.35968017578125,399,0.004759620409458876
0,314.3946838378906,449,0.3435249924659729
0,193.41563415527344,499,0.01050491351634264
0,264.6536560058594,549,0.04602622985839844
0,250.34938049316406,599,0.038544684648513794
0,363.55633544921875,649,0.07728934288024902
0,453.2545471191406,699,0.054352980107069016
0,341.5040588378906,749,0.008842196315526962
0,747.6049194335938,799,0.17701072990894318
0,260.6928405761719,849,0.04363245144486427
0,351.6152648925781,899,0.051147907972335815
0,157.62547302246094,949,0.09454268217086792
0,358.81365966796875,999,0.14117252826690674
0,389.51373291015625,1049,4.372239112854004
0,334.5180969238281,1099,0.026255367323756218
0,264.81787109375,1149,3.9164159297943115
0,554.64892578125,1199,0.044277433305978775
0,258.4881896972656,1249,4.677539348602295
0,315.02294921875,1299,1.011093258857727
0,403.69970703125,1349,4.844546794891357
0,221.38253784179688,1399,0.0848567858338356
0,174.10861206054688,1449,0.041457824409008026
0,620.3042602539062,1499,0.2251579612493515
0,719.2013549804688,1549,1.6963132619857788
