epoch,error,step,train_loss
0,9.468899726867676,49,0.11965659260749817
0,8.60435676574707,99,0.1086992472410202
0,7.886068820953369,149,0.09960072487592697
0,7.347771167755127,199,0.09170958399772644
0,6.989781379699707,249,0.08459223806858063
0,6.7818145751953125,299,0.07799119502305984
0,6.654767990112305,349,0.07202219218015671
0,6.600855350494385,399,0.06639622151851654
0,6.594459533691406,449,0.06098240613937378
0,6.609043598175049,499,0.05576002597808838
0,6.627293586730957,549,0.050717514008283615
0,6.637716770172119,599,0.04584972560405731
0,6.665282249450684,649,0.041833486407995224
0,6.703935623168945,699,0.038753632456064224
0,6.732109069824219,749,0.03567245602607727
0,6.744650840759277,799,0.03260769322514534
0,6.736728191375732,849,0.029580140486359596
0,6.704655170440674,899,0.02661256305873394
0,6.645357608795166,949,0.023729218170046806
